home,home_abb,home_seed,home_score,away,away_abb,away_seed,away_score,location,innings,date,year,home_conf,away_conf
Memphis,MEM,NA,4,Arkansas,ARK,NA,12,NA,9,2016-04-06,2016,AAC,SEC
Texas St.,TXST,NA,4,A&M-Corpus Christi,AMCC,NA,1,NA,9,2016-04-06,2016,Sun Belt,Southland
Missouri St.,MOST,NA,18,Kansas,KU,NA,11,NA,9,2016-04-06,2016,MVC,Big 12
Fresno St.,FRES,NA,7,Sacramento St.,SAC,NA,5,NA,9,2016-04-06,2016,MWC,WAC
Minnesota,MIN,NA,12,Northern Ill.,NIU,NA,10,NA,9,2016-04-06,2016,Big Ten,MAC
Dartmouth,DART,NA,2,Holy Cross,HC,NA,1,NA,9,2016-04-06,2016,Ivy League,Patriot
Little Rock,LR,NA,4,Louisiana Tech,LTU,NA,7,NA,9,2016-04-06,2016,Sun Belt,C-USA
Central Conn. St.,CCST,NA,5,Quinnipiac,QUIN,NA,9,NA,9,2016-04-06,2016,NEC,MAAC
Seton Hall,SET,NA,9,Wagner,WAG,NA,2,NA,9,2016-04-06,2016,Big East,NEC
Hartford,HART,NA,4,UConn,CONN,NA,3,NA,9,2016-04-06,2016,America East,AAC
Lehigh,LEH,NA,10,Coppin St.,COPP,NA,4,NA,9,2016-04-06,2016,Patriot,MEAC
USC Upstate,USCU,NA,5,Presbyterian,PRES,NA,6,NA,9,2016-04-06,2016,ASUN,Big South
South Alabama,SAU,NA,12,New Orleans,UNO,NA,3,NA,9,2016-04-06,2016,Sun Belt,Southland
NC State,NCST,NA,7,Charlotte,CHAR,NA,3,NA,9,2016-04-06,2016,ACC,C-USA
Omaha,OMA,NA,6,Nebraska,NEB,NA,11,NA,9,2016-04-06,2016,Summit League,Big Ten
Georgia Tech,GT,NA,4,Kennesaw St.,KENN,NA,2,NA,9,2016-04-06,2016,ACC,ASUN
West Virginia,WVU,NA,5,Eastern Mich.,EMU,NA,1,NA,9,2016-04-06,2016,Big 12,MAC
Florida A&M,FAMU,NA,6,North Florida,UNF,NA,9,NA,10,2016-04-06,2016,MEAC,ASUN
Cincinnati,UC,NA,3,Indiana,IU,NA,7,NA,9,2016-04-06,2016,AAC,Big Ten
Murray St.,MUR,NA,7,Southern Ill.,SIU,NA,3,NA,9,2016-04-06,2016,OVC,MVC
Rhode Island,URI,NA,5,Bryant,BRY,NA,6,NA,9,2016-04-06,2016,Atlantic 10,NEC
Stony Brook,SB,NA,8,Manhattan,MAN,NA,2,NA,9,2016-04-06,2016,America East,MAAC
Maryland,UMD,NA,5,James Madison,JMU,NA,2,NA,9,2016-04-06,2016,Big Ten,CAA
North Dakota St.,NDSU,NA,13,NA,NA,NA,7,NA,9,2016-04-06,2016,Summit League,NA
Virginia,UVA,NA,15,George Washington,GWU,NA,3,NA,9,2016-04-06,2016,ACC,Atlantic 10
Michigan,UM,NA,5,Bowling Green,BG,NA,0,NA,9,2016-04-06,2016,Big Ten,MAC
Delaware St.,DEST,NA,2,La Salle,LS,NA,4,NA,9,2016-04-06,2016,MEAC,Atlantic 10
Tennessee,TENN,NA,6,Morehead St.,MRST,NA,5,NA,9,2016-04-06,2016,SEC,OVC
Furman,FURM,NA,1,Gardner-Webb,GW,NA,2,NA,9,2016-04-06,2016,SoCon,Big South
Lamar University,LAM,NA,14,Nicholls St.,NIST,NA,10,NA,9,2016-04-06,2016,Southland,Southland
TCU,TCU,NA,3,UT Arlington,UTA,NA,4,NA,9,2016-04-06,2016,Big 12,Sun Belt
Saint Joseph's,SJU,NA,8,Villanova,VU,NA,0,NA,9,2016-04-06,2016,Atlantic 10,Big East
Kent St.,KENT,NA,4,Canisius,CAN,NA,5,NA,9,2016-04-06,2016,MAC,MAAC
Northeastern,NEU,NA,3,Harvard,HARV,NA,2,NA,9,2016-04-06,2016,CAA,Ivy League
George Mason,GMU,NA,10,Towson,TOW,NA,3,NA,9,2016-04-06,2016,Atlantic 10,CAA
Saint Peter's,SAIN,NA,4,Hofstra,HOF,NA,11,NA,9,2016-04-06,2016,MAAC,CAA
Princeton,PRIN,NA,3,Monmouth,MON,NA,7,NA,9,2016-04-06,2016,Ivy League,MAAC
N.C. Central,NCCU,NA,14,NA,NA,NA,4,NA,9,2016-04-06,2016,MEAC,NA
Baylor,BAY,NA,4,Wofford,WOF,NA,0,NA,9,2016-04-06,2016,Big 12,SoCon
Columbia,COL,NA,4,St. John's (NY),SJ,NA,1,NA,9,2016-04-06,2016,Ivy League,Big East
Rutgers,RUT,NA,5,Fordham,FORD,NA,0,NA,9,2016-04-06,2016,Big Ten,Atlantic 10
Ga. Southern,GASO,NA,16,Savannah St.,SVST,NA,1,NA,9,2016-04-06,2016,Sun Belt,MEAC
Campbell,CAMP,NA,4,UNCW,UNCW,NA,11,NA,9,2016-04-06,2016,Big South,CAA
St. Bonaventure,SBU,NA,6,Bucknell,BUCK,NA,4,NA,9,2016-04-06,2016,Atlantic 10,Patriot
Oregon,UO,NA,10,Portland,POR,NA,1,NA,9,2016-04-06,2016,Pac-12,WCC
Florida St.,FSU,NA,4,Texas Tech,TTU,NA,8,NA,9,2016-04-06,2016,ACC,Big 12
N.C. A&T,NCAT,NA,8,Elon,ELON,NA,7,NA,9,2016-04-06,2016,MEAC,CAA
Fairleigh Dickinson,FDU,NA,10,Siena,SIE,NA,6,NA,9,2016-04-06,2016,NEC,MAAC
Marist,MAR,NA,2,Albany (NY),ALBY,NA,0,NA,9,2016-04-06,2016,MAAC,America East
UMES,UMES,NA,9,Mount St. Mary's,MSM,NA,2,NA,9,2016-04-06,2016,MEAC,NEC
South Dakota St.,SDST,NA,5,North Dakota St.,NDSU,NA,3,NA,7,2016-04-06,2016,Summit League,Summit League
Yale,YALE,NA,1,Fairfield,FAIR,NA,2,NA,7,2016-04-06,2016,Ivy League,MAAC
Yale,YALE,NA,2,Fairfield,FAIR,NA,1,NA,7,2016-04-06,2016,Ivy League,MAAC
BYU,BYU,NA,12,San Diego,USD,NA,2,NA,9,2016-04-07,2016,WCC,WCC
Missouri,MIZ,NA,9,Auburn,AUB,NA,11,NA,9,2016-04-07,2016,SEC,SEC
LSU,LSU,NA,13,Vanderbilt,VAN,NA,4,NA,9,2016-04-07,2016,SEC,SEC
UCLA,UCLA,NA,1,Stanford,STAN,NA,4,NA,9,2016-04-07,2016,Pac-12,Pac-12
Jacksonville St.,JVST,NA,11,Murray St.,MUR,NA,4,NA,9,2016-04-08,2016,OVC,OVC
Houston,UH,NA,1,UCF,UCF,NA,2,NA,9,2016-04-08,2016,AAC,AAC
North Carolina,UNC,NA,6,Virginia Tech,VTU,NA,0,NA,9,2016-04-08,2016,ACC,ACC
BYU,BYU,NA,13,San Diego,USD,NA,1,NA,9,2016-04-08,2016,WCC,WCC
Sam Houston St.,SHSU,NA,7,SFA,SFA,NA,3,NA,9,2016-04-08,2016,Southland,Southland
Davidson,DAV,NA,2,George Washington,GWU,NA,3,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Austin Peay,PEAY,NA,6,Southeast Mo. St.,SEMO,NA,1,NA,9,2016-04-08,2016,OVC,OVC
FIU,FIU,NA,11,Old Dominion,ODU,NA,12,NA,9,2016-04-08,2016,C-USA,C-USA
UT Arlington,UTA,NA,3,La.-Monroe,ULM,NA,8,NA,9,2016-04-08,2016,Sun Belt,Sun Belt
Kennesaw St.,KENN,NA,8,NJIT,NJIT,NA,2,NA,9,2016-04-08,2016,ASUN,ASUN
Grand Canyon,GCU,NA,4,New Mexico St.,NMST,NA,5,NA,9,2016-04-08,2016,WAC,WAC
Nebraska,NEB,NA,3,Northwestern,NW,NA,2,NA,9,2016-04-08,2016,Big Ten,Big Ten
Towson,TOW,NA,6,James Madison,JMU,NA,4,NA,9,2016-04-08,2016,CAA,CAA
Liberty,LIB,NA,10,Charleston So.,CHSO,NA,2,NA,9,2016-04-08,2016,Big South,Big South
New Mexico,NMU,NA,2,Fresno St.,FRES,NA,1,NA,9,2016-04-08,2016,MWC,MWC
Ole Miss,MISS,NA,7,Arkansas,ARK,NA,3,NA,9,2016-04-08,2016,SEC,SEC
Presbyterian,PRES,NA,4,Winthrop,WIN,NA,3,NA,9,2016-04-08,2016,Big South,Big South
The Citadel,CIT,NA,1,UNC Greensboro,UNCG,NA,14,NA,9,2016-04-08,2016,SoCon,SoCon
UCLA,UCLA,NA,6,Stanford,STAN,NA,5,NA,9,2016-04-08,2016,Pac-12,Pac-12
Texas A&M,TAMU,NA,5,Georgia,UGA,NA,0,NA,9,2016-04-08,2016,SEC,SEC
Utah Valley,UVU,NA,4,Northern Colo.,UNCO,NA,2,NA,9,2016-04-08,2016,WAC,WAC
Texas St.,TXST,NA,3,Nevada,NEV,NA,6,NA,9,2016-04-08,2016,Sun Belt,MWC
William & Mary,WM,NA,1,UNCW,UNCW,NA,2,NA,9,2016-04-08,2016,CAA,CAA
Lipscomb,LIP,NA,6,USC Upstate,USCU,NA,7,NA,9,2016-04-08,2016,ASUN,ASUN
ETSU,ETSU,NA,5,Mercer,MER,NA,7,NA,9,2016-04-08,2016,SoCon,SoCon
Northern Ill.,NIU,NA,9,Central Mich.,CMU,NA,6,NA,9,2016-04-08,2016,MAC,MAC
Little Rock,LR,NA,5,Georgia St.,GAST,NA,7,NA,9,2016-04-08,2016,Sun Belt,Sun Belt
Kansas St.,KSU,NA,3,Texas,UT,NA,6,NA,9,2016-04-08,2016,Big 12,Big 12
Southern Miss.,USM,NA,6,Middle Tenn.,MTU,NA,4,NA,9,2016-04-08,2016,C-USA,C-USA
Central Conn. St.,CCST,NA,19,Mount St. Mary's,MSM,NA,4,NA,9,2016-04-08,2016,NEC,NEC
Western Ky.,WKU,NA,6,Louisiana Tech,LTU,NA,3,NA,9,2016-04-08,2016,C-USA,C-USA
Pittsburgh,PITT,NA,3,Georgia Tech,GT,NA,6,NA,9,2016-04-08,2016,ACC,ACC
A&M-Corpus Christi,AMCC,NA,0,Lamar University,LAM,NA,1,NA,9,2016-04-08,2016,Southland,Southland
Tulane,TUL,NA,5,East Carolina,ECU,NA,2,NA,9,2016-04-08,2016,AAC,AAC
San Diego St.,SDSU,NA,6,UNLV,UNLV,NA,7,NA,9,2016-04-08,2016,MWC,MWC
UTSA,UTSA,NA,3,Marshall,MRSH,NA,8,NA,9,2016-04-08,2016,C-USA,C-USA
Samford,SAMF,NA,3,Wofford,WOF,NA,4,NA,10,2016-04-08,2016,SoCon,SoCon
South Alabama,SAU,NA,8,Arkansas St.,ARST,NA,2,NA,9,2016-04-08,2016,Sun Belt,Sun Belt
Florida St.,FSU,NA,12,Louisville,UL,NA,7,NA,9,2016-04-08,2016,ACC,ACC
Ohio,OHIO,NA,3,NA,NA,NA,9,NA,9,2016-04-08,2016,MAC,NA
Southern U.,SOU,NA,7,Grambling,GSU,NA,11,NA,9,2016-04-08,2016,SWAC,SWAC
Cal Poly,CP,NA,1,Cal St. Fullerton,CSF,NA,2,NA,9,2016-04-08,2016,Big West,Big West
Prairie View,PV,NA,3,Texas Southern,TSU,NA,11,NA,9,2016-04-08,2016,SWAC,SWAC
NC State,NCST,NA,11,Wake Forest,WF,NA,7,NA,9,2016-04-08,2016,ACC,ACC
High Point,HPU,NA,3,Longwood,LU,NA,4,NA,9,2016-04-08,2016,Big South,Big South
Arizona,ARIZ,NA,8,Washington St.,WSU,NA,0,NA,9,2016-04-08,2016,Pac-12,Pac-12
Abilene Christian,ACU,NA,2,Houston Baptist,HBU,NA,3,NA,9,2016-04-08,2016,Southland,Southland
Xavier,XAV,NA,7,Morehead St.,MRST,NA,1,NA,9,2016-04-08,2016,Big East,OVC
Western Ill.,WIU,NA,9,Oral Roberts,ORU,NA,4,NA,9,2016-04-08,2016,Summit League,Summit League
LSU,LSU,NA,3,Vanderbilt,VAN,NA,2,NA,9,2016-04-08,2016,SEC,SEC
Jackson St.,JKST,NA,4,Alabama St.,ALST,NA,7,NA,9,2016-04-08,2016,SWAC,SWAC
Southern California,USC,NA,5,Utah,UTAH,NA,2,NA,9,2016-04-08,2016,Pac-12,Pac-12
Arizona St.,ASU,NA,2,Washington,UW,NA,4,NA,9,2016-04-08,2016,Pac-12,Pac-12
Radford,RAD,NA,6,Coastal Caro.,CCU,NA,13,NA,9,2016-04-08,2016,Big South,Big South
Northern Ky.,NKU,NA,1,UIC,UIC,NA,4,NA,9,2016-04-08,2016,Horizon,Horizon
Rice,RICE,NA,7,UAB,UAB,NA,3,NA,9,2016-04-08,2016,C-USA,C-USA
South Fla.,USF,NA,3,Memphis,MEM,NA,8,NA,9,2016-04-08,2016,AAC,AAC
West Virginia,WVU,NA,3,Furman,FURM,NA,7,NA,9,2016-04-08,2016,Big 12,SoCon
Missouri,MIZ,NA,2,Auburn,AUB,NA,0,NA,9,2016-04-08,2016,SEC,SEC
Cincinnati,UC,NA,3,UConn,CONN,NA,2,NA,13,2016-04-08,2016,AAC,AAC
Northwestern St.,NWST,NA,1,Southeastern La.,SELA,NA,2,NA,9,2016-04-08,2016,Southland,Southland
Oklahoma,OU,NA,4,Baylor,BAY,NA,3,NA,9,2016-04-08,2016,Big 12,Big 12
UC Davis,UCD,NA,5,Hawaii,HAW,NA,6,NA,10,2016-04-08,2016,Big West,Big West
Penn St.,PSU,NA,0,Michigan St.,MSU,NA,7,NA,9,2016-04-08,2016,Big Ten,Big Ten
Rhode Island,URI,NA,5,VCU,VCU,NA,1,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
VMI,VMI,NA,1,Western Caro.,WCU,NA,7,NA,9,2016-04-08,2016,SoCon,SoCon
Chicago St.,CSU,NA,12,UTRGV,UTRG,NA,7,NA,9,2016-04-08,2016,WAC,WAC
Eastern Ill.,EIU,NA,3,Tennessee Tech,TNTC,NA,8,NA,9,2016-04-08,2016,OVC,OVC
Pacific,PAC,NA,2,Saint Mary's (CA),SMC,NA,14,NA,9,2016-04-08,2016,WCC,WCC
Florida,UF,NA,8,Mississippi St.,MSST,NA,2,NA,9,2016-04-08,2016,SEC,SEC
Rider,RID,NA,4,Sacred Heart,SHU,NA,1,NA,9,2016-04-08,2016,MAAC,NEC
Bradley,BRAD,NA,3,Missouri St.,MOST,NA,8,NA,9,2016-04-08,2016,MVC,MVC
Kansas,KU,NA,4,TCU,TCU,NA,3,NA,9,2016-04-08,2016,Big 12,Big 12
Richmond,RICH,NA,7,Saint Louis,SLU,NA,13,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Alcorn,ALCN,NA,11,Mississippi Val.,MVSU,NA,4,NA,9,2016-04-08,2016,SWAC,SWAC
Fla. Atlantic,FAU,NA,7,Charlotte,CHAR,NA,12,NA,9,2016-04-08,2016,C-USA,C-USA
Gonzaga,GU,NA,18,Portland,POR,NA,1,NA,9,2016-04-08,2016,WCC,WCC
Air Force,AFA,NA,9,San Jose St.,SJSU,NA,3,NA,9,2016-04-08,2016,MWC,MWC
Duke,DUKE,NA,5,Clemson,CLEM,NA,3,NA,9,2016-04-08,2016,ACC,ACC
South Carolina,SC,NA,7,Tennessee,TENN,NA,6,NA,9,2016-04-08,2016,SEC,SEC
NA,NA,NA,4,Nicholls St.,NIST,NA,8,NA,9,2016-04-08,2016,NA,Southland
UT Martin,UTM,NA,20,Eastern Ky.,EKU,NA,6,NA,9,2016-04-08,2016,OVC,OVC
Iona,IONA,NA,7,Fairfield,FAIR,NA,8,NA,14,2016-04-08,2016,MAAC,MAAC
Creighton,CREI,NA,3,Seton Hall,SET,NA,1,NA,9,2016-04-08,2016,Big East,Big East
Boston College,BC,NA,0,Virginia,UVA,NA,3,NA,9,2016-04-08,2016,ACC,ACC
Illinois St.,ILST,NA,2,DBU,DBU,NA,7,NA,9,2016-04-08,2016,MVC,MVC
Oregon St.,ORST,NA,6,Central Ark.,UCA,NA,2,NA,9,2016-04-08,2016,Pac-12,Southland
La Salle,LS,NA,16,Fordham,FORD,NA,4,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Kent St.,KENT,NA,3,Toledo,TOL,NA,0,NA,9,2016-04-08,2016,MAC,MAC
Northeastern,NEU,NA,6,Elon,ELON,NA,3,NA,9,2016-04-08,2016,CAA,CAA
FGCU,FGCU,NA,11,Stetson,STE,NA,6,NA,9,2016-04-08,2016,ASUN,ASUN
George Mason,GMU,NA,2,Dayton,DAY,NA,9,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Jacksonville,JAC,NA,4,North Florida,UNF,NA,7,NA,9,2016-04-08,2016,ASUN,ASUN
Saint Peter's,SAIN,NA,7,Monmouth,MON,NA,11,NA,9,2016-04-08,2016,MAAC,MAAC
Troy,TROY,NA,9,Appalachian St.,APST,NA,7,NA,9,2016-04-08,2016,Sun Belt,Sun Belt
Kentucky,UK,NA,3,Alabama,ALA,NA,2,NA,9,2016-04-08,2016,SEC,SEC
Indiana,IU,NA,10,Purdue,PUR,NA,9,NA,9,2016-04-08,2016,Big Ten,Big Ten
Southern Ill.,SIU,NA,7,Indiana St.,INST,NA,6,NA,9,2016-04-08,2016,MVC,MVC
Evansville,EVAN,NA,5,Wichita St.,WICH,NA,6,NA,9,2016-04-08,2016,MVC,MVC
Rutgers,RUT,NA,11,Saint Joseph's,SJU,NA,1,NA,9,2016-04-08,2016,Big Ten,Atlantic 10
Ga. Southern,GASO,NA,2,Louisiana,ULL,NA,6,NA,10,2016-04-08,2016,Sun Belt,Sun Belt
Campbell,CAMP,NA,10,Gardner-Webb,GW,NA,4,NA,9,2016-04-08,2016,Big South,Big South
Col. of Charleston,COC,NA,4,UC Santa Barbara,UCSB,NA,7,NA,9,2016-04-08,2016,CAA,Big West
Oregon,UO,NA,2,California,CAL,NA,12,NA,9,2016-04-08,2016,Pac-12,Pac-12
Hartford,HART,NA,0,Stony Brook,SB,NA,9,NA,9,2016-04-08,2016,America East,America East
Marist,MAR,NA,12,Niagara,NU,NA,1,NA,9,2016-04-08,2016,MAAC,MAAC
Fairleigh Dickinson,FDU,NA,2,Bryant,BRY,NA,6,NA,9,2016-04-08,2016,NEC,NEC
SIUE,SIUE,NA,9,Belmont,BEL,NA,8,NA,9,2016-04-08,2016,OVC,OVC
Oklahoma St.,OKST,NA,1,Texas Tech,TTU,NA,5,NA,9,2016-04-08,2016,Big 12,Big 12
UC Irvine,UCI,NA,1,UC Riverside,UCR,NA,3,NA,9,2016-04-08,2016,Big West,Big West
New Orleans,UNO,NA,1,McNeese,MCNS,NA,6,NA,9,2016-04-08,2016,Southland,Southland
Michigan,UM,NA,1,Minnesota,MIN,NA,8,NA,9,2016-04-08,2016,Big Ten,Big Ten
NA,NA,NA,13,San Francisco,SF,NA,4,NA,9,2016-04-08,2016,NA,WCC
Maryland,UMD,NA,3,Ohio St.,OSU,NA,0,NA,9,2016-04-08,2016,Big Ten,Big Ten
Yale,YALE,NA,6,Princeton,PRIN,NA,3,NA,7,2016-04-08,2016,Ivy League,Ivy League
St. John's (NY),SJ,NA,3,Georgetown,GTWN,NA,10,NA,9,2016-04-08,2016,Big East,Big East
Villanova,VU,NA,9,Butler,BUT,NA,1,NA,9,2016-04-08,2016,Big East,Big East
St. Bonaventure,SBU,NA,2,Massachusetts,UMASS,NA,3,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Maine,UME,NA,4,NA,NA,NA,9,NA,9,2016-04-08,2016,America East,NA
LIU Brooklyn,LIU,NA,9,Wagner,WAG,NA,1,NA,9,2016-04-08,2016,NEC,NEC
Hofstra,HOF,NA,4,Delaware,DEL,NA,8,NA,9,2016-04-08,2016,CAA,CAA
Michigan,UM,NA,3,Minnesota,MIN,NA,5,NA,9,2016-04-08,2016,Big Ten,Big Ten
NA,NA,NA,3,San Francisco,SF,NA,4,NA,9,2016-04-08,2016,NA,WCC
Maine,UME,NA,2,NA,NA,NA,4,NA,7,2016-04-08,2016,America East,NA
Maryland,UMD,NA,2,Ohio St.,OSU,NA,1,NA,10,2016-04-08,2016,Big Ten,Big Ten
St. John's (NY),SJ,NA,13,Georgetown,GTWN,NA,10,NA,9,2016-04-08,2016,Big East,Big East
Villanova,VU,NA,6,Butler,BUT,NA,11,NA,9,2016-04-08,2016,Big East,Big East
St. Bonaventure,SBU,NA,5,Massachusetts,UMASS,NA,3,NA,9,2016-04-08,2016,Atlantic 10,Atlantic 10
Yale,YALE,NA,6,Princeton,PRIN,NA,1,NA,9,2016-04-08,2016,Ivy League,Ivy League
Hofstra,HOF,NA,3,Delaware,DEL,NA,13,NA,9,2016-04-08,2016,CAA,CAA
Abilene Christian,ACU,NA,9,Houston Baptist,HBU,NA,0,NA,9,2016-04-08,2016,Southland,Southland
LIU Brooklyn,LIU,NA,5,Wagner,WAG,NA,3,NA,7,2016-04-08,2016,NEC,NEC
Houston,UH,NA,4,UCF,UCF,NA,3,NA,9,2016-04-09,2016,AAC,AAC
North Carolina,UNC,NA,4,Virginia Tech,VTU,NA,1,NA,9,2016-04-09,2016,ACC,ACC
BYU,BYU,NA,7,San Diego,USD,NA,13,NA,9,2016-04-09,2016,WCC,WCC
Jacksonville St.,JVST,NA,22,Murray St.,MUR,NA,7,NA,9,2016-04-09,2016,OVC,OVC
Sam Houston St.,SHSU,NA,8,SFA,SFA,NA,6,NA,9,2016-04-09,2016,Southland,Southland
Davidson,DAV,NA,7,George Washington,GWU,NA,4,NA,9,2016-04-09,2016,Atlantic 10,Atlantic 10
Austin Peay,PEAY,NA,8,Southeast Mo. St.,SEMO,NA,6,NA,9,2016-04-09,2016,OVC,OVC
FIU,FIU,NA,2,Old Dominion,ODU,NA,10,NA,9,2016-04-09,2016,C-USA,C-USA
UT Arlington,UTA,NA,2,La.-Monroe,ULM,NA,3,NA,9,2016-04-09,2016,Sun Belt,Sun Belt
Kennesaw St.,KENN,NA,5,NJIT,NJIT,NA,3,NA,9,2016-04-09,2016,ASUN,ASUN
Grand Canyon,GCU,NA,3,New Mexico St.,NMST,NA,4,NA,9,2016-04-09,2016,WAC,WAC
Nebraska,NEB,NA,8,Northwestern,NW,NA,7,NA,9,2016-04-09,2016,Big Ten,Big Ten
Liberty,LIB,NA,1,Charleston So.,CHSO,NA,6,NA,9,2016-04-09,2016,Big South,Big South
New Mexico,NMU,NA,14,Fresno St.,FRES,NA,13,NA,12,2016-04-09,2016,MWC,MWC
Ole Miss,MISS,NA,14,Arkansas,ARK,NA,9,NA,9,2016-04-09,2016,SEC,SEC
Presbyterian,PRES,NA,2,Winthrop,WIN,NA,1,NA,9,2016-04-09,2016,Big South,Big South
The Citadel,CIT,NA,7,UNC Greensboro,UNCG,NA,5,NA,9,2016-04-09,2016,SoCon,SoCon
UCLA,UCLA,NA,2,Stanford,STAN,NA,8,NA,9,2016-04-09,2016,Pac-12,Pac-12
Texas A&M,TAMU,NA,15,Georgia,UGA,NA,1,NA,9,2016-04-09,2016,SEC,SEC
Utah Valley,UVU,NA,11,Northern Colo.,UNCO,NA,8,NA,9,2016-04-09,2016,WAC,WAC
Texas St.,TXST,NA,6,Nevada,NEV,NA,17,NA,9,2016-04-09,2016,Sun Belt,MWC
NA,NA,NA,5,San Francisco,SF,NA,1,NA,9,2016-04-09,2016,NA,WCC
William & Mary,WM,NA,4,UNCW,UNCW,NA,7,NA,9,2016-04-09,2016,CAA,CAA
Lipscomb,LIP,NA,7,USC Upstate,USCU,NA,6,NA,10,2016-04-09,2016,ASUN,ASUN
ETSU,ETSU,NA,9,Mercer,MER,NA,12,NA,9,2016-04-09,2016,SoCon,SoCon
Little Rock,LR,NA,15,Georgia St.,GAST,NA,2,NA,9,2016-04-09,2016,Sun Belt,Sun Belt
Kansas St.,KSU,NA,5,Texas,UT,NA,12,NA,9,2016-04-09,2016,Big 12,Big 12
Southern Miss.,USM,NA,9,Middle Tenn.,MTU,NA,5,NA,9,2016-04-09,2016,C-USA,C-USA
Western Ky.,WKU,NA,9,Louisiana Tech,LTU,NA,12,NA,9,2016-04-09,2016,C-USA,C-USA
A&M-Corpus Christi,AMCC,NA,1,Lamar University,LAM,NA,5,NA,9,2016-04-09,2016,Southland,Southland
Tulane,TUL,NA,3,East Carolina,ECU,NA,0,NA,9,2016-04-09,2016,AAC,AAC
San Diego St.,SDSU,NA,9,UNLV,UNLV,NA,7,NA,9,2016-04-09,2016,MWC,MWC
UTSA,UTSA,NA,5,Marshall,MRSH,NA,4,NA,9,2016-04-09,2016,C-USA,C-USA
Samford,SAMF,NA,11,Wofford,WOF,NA,3,NA,9,2016-04-09,2016,SoCon,SoCon
South Alabama,SAU,NA,12,Arkansas St.,ARST,NA,7,NA,9,2016-04-09,2016,Sun Belt,Sun Belt
Florida St.,FSU,NA,1,Louisville,UL,NA,7,NA,9,2016-04-09,2016,ACC,ACC
Southern U.,SOU,NA,8,Grambling,GSU,NA,10,NA,10,2016-04-09,2016,SWAC,SWAC
Cal Poly,CP,NA,1,Cal St. Fullerton,CSF,NA,0,NA,10,2016-04-09,2016,Big West,Big West
Prairie View,PV,NA,12,Texas Southern,TSU,NA,2,NA,8,2016-04-09,2016,SWAC,SWAC
Santa Clara,SCU,NA,1,Pepperdine,PEPP,NA,7,NA,9,2016-04-09,2016,WCC,WCC
NC State,NCST,NA,3,Wake Forest,WF,NA,2,NA,10,2016-04-09,2016,ACC,ACC
High Point,HPU,NA,7,Longwood,LU,NA,2,NA,9,2016-04-09,2016,Big South,Big South
Arizona,ARIZ,NA,2,Washington St.,WSU,NA,6,NA,9,2016-04-09,2016,Pac-12,Pac-12
Xavier,XAV,NA,1,Morehead St.,MRST,NA,3,NA,9,2016-04-09,2016,Big East,OVC
LSU,LSU,NA,7,Vanderbilt,VAN,NA,9,NA,9,2016-04-09,2016,SEC,SEC
Jackson St.,JKST,NA,4,Alabama St.,ALST,NA,15,NA,7,2016-04-09,2016,SWAC,SWAC
Southern California,USC,NA,6,Utah,UTAH,NA,1,NA,9,2016-04-09,2016,Pac-12,Pac-12
Arizona St.,ASU,NA,6,Washington,UW,NA,3,NA,9,2016-04-09,2016,Pac-12,Pac-12
Northern Ky.,NKU,NA,12,UIC,UIC,NA,6,NA,9,2016-04-09,2016,Horizon,Horizon
Rice,RICE,NA,2,UAB,UAB,NA,6,NA,9,2016-04-09,2016,C-USA,C-USA
South Fla.,USF,NA,3,Memphis,MEM,NA,4,NA,9,2016-04-09,2016,AAC,AAC
Missouri,MIZ,NA,4,Auburn,AUB,NA,3,NA,9,2016-04-09,2016,SEC,SEC
Cincinnati,UC,NA,3,UConn,CONN,NA,2,NA,9,2016-04-09,2016,AAC,AAC
Northwestern St.,NWST,NA,5,Southeastern La.,SELA,NA,8,NA,9,2016-04-09,2016,Southland,Southland
Oklahoma,OU,NA,1,Baylor,BAY,NA,6,NA,9,2016-04-09,2016,Big 12,Big 12
Rhode Island,URI,NA,7,VCU,VCU,NA,3,NA,9,2016-04-09,2016,Atlantic 10,Atlantic 10
Florida,UF,NA,4,Mississippi St.,MSST,NA,10,NA,9,2016-04-09,2016,SEC,SEC
Bradley,BRAD,NA,2,Missouri St.,MOST,NA,1,NA,9,2016-04-09,2016,MVC,MVC
Kansas,KU,NA,0,TCU,TCU,NA,8,NA,9,2016-04-09,2016,Big 12,Big 12
Richmond,RICH,NA,4,Saint Louis,SLU,NA,2,NA,9,2016-04-09,2016,Atlantic 10,Atlantic 10
Ball St.,BSU,NA,7,Western Mich.,WMU,NA,2,NA,9,2016-04-09,2016,MAC,MAC
Fla. Atlantic,FAU,NA,17,Charlotte,CHAR,NA,8,NA,9,2016-04-09,2016,C-USA,C-USA
Gonzaga,GU,NA,3,Portland,POR,NA,0,NA,9,2016-04-09,2016,WCC,WCC
Duke,DUKE,NA,2,Clemson,CLEM,NA,3,NA,9,2016-04-09,2016,ACC,ACC
South Carolina,SC,NA,7,Tennessee,TENN,NA,4,NA,9,2016-04-09,2016,SEC,SEC
